UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Farzana Doctor,@farzanadoctor,2020-04-07T01:36:33.000Z,Being a psychotherapist during this #COVID19 pandemic is a bit like doing couple counseling when your own marriage is falling apart or doing trauma therapy while having your own flashbacks.  (1),,,4,22,122,[],https://twitter.com/farzanadoctor/status/1247337433936650243
"Margaret Saari RN, PhD",@trifectaRN,2020-04-07T00:52:29.000Z,"In the face of #COVID19 I am #grateful that:
1. #WAH lets me spend more time with my baby than if commuting
2. #Socialdistancing makes me connect with family / friends in new ways
3. Both make me reconsider aspects of work/life #balance.  
4. #interRAI is a supportive network",,,,4,17,[],https://twitter.com/trifectaRN/status/1247326344700198913
Kayla Davis,@kdavis_fitness,2020-04-07T11:12:12.000Z,"Satisfying or devastating? 
 

#puzzle #puzzles #COVID19 
@YourMorning
 
@KelseyMcEwen
 
@TheEllenShow",,😍 😭,10,12,51,['https://pbs.twimg.com/ext_tw_video_thumb/1247482262729437185/pu/img/DuY9hh5p_PU5wZH8.jpg'],https://twitter.com/kdavis_fitness/status/1247482299970617345
Faltioner,@34iruhr2uihui,2020-04-07T17:47:53.000Z,"This is reality now
#COVID19 #coronavirus",,,,,2,['https://pbs.twimg.com/media/EVBNGc_XkAEtr2w?format=jpg&name=medium'],https://twitter.com/34iruhr2uihui/status/1247581879987056646
Tony Lei,@tonylei_digital,2020-04-07T17:03:06.000Z,ATTENTION MODELS & CREATORS: my new lifestyle media company is looking for swimsuit content. Submissions should be entire series/editorials (8 image min.)We will be paying for submissions to help you earn. #photography #Entrepreneur #COVID19 #HelpingOthers #Influencers #creators,,,2,,4,['https://pbs.twimg.com/media/EVBC2v4XsAApnwC?format=jpg&name=small'],https://twitter.com/tonylei_digital/status/1247570609070125056
Brett Graham,@BKG_92,2020-04-07T23:36:31.000Z,"Gets louder and louder everyday at 7:30! Makes you feel that special something about living in a community like #Toronto - one of the biggest in the world. 
 Everybody and anybody out there helping us get through this time. #COVID19 #COVID19toronto #COVID #StayTogether","0:20
90 views",👏 👏 👏,,1,3,['https://pbs.twimg.com/ext_tw_video_thumb/1247669572985126913/pu/img/o7Th93apqE_g0Jhr.jpg'],https://twitter.com/BKG_92/status/1247669616089993218
Mayor Maurizio Bevilacqua,@mbmayor,2020-04-07T21:34:31.000Z,"The Woodbridge Group has begun making respirator masks to help fight #COVID19 in our communities. During these unprecedented times, we are seeing industries use their resources and skills to provide innovative solutions to keep Ontarians safe. #Thankyou #OntarioTogether #onpoli","Quote Tweet
CP24
@CP24
 · Apr 7, 2020
Premier Ford touts first 1,000 respirator masks made in Vaughan factory
https://cp24.com/news/vaughan-factory-begins-churning-out-respirator-masks-still-need-regulatory-approval-1.4886286…",,,3,24,"['https://pbs.twimg.com/profile_images/459428906571804672/jx_823KA_mini.png', 'https://pbs.twimg.com/media/EVAszWiXQAgspIQ?format=jpg&name=small', 'https://pbs.twimg.com/media/EVAszWjWAAMzY9T?format=jpg&name=small']",https://twitter.com/mbmayor/status/1247638912236912647
Cat van Zyl,@Catvanzyl,2020-04-07T16:18:41.000Z,People’s actions today will be remembered for generations. #COVID19,,,,3,12,[],https://twitter.com/Catvanzyl/status/1247559431228981254
Mark J. Richardson,@mjrichardson_to,2020-04-08T22:24:13.000Z,"[Toronto] ""Some southern Ontario mobsters have interests in construction firms, which are now shut down, and even those who make money stealing construction machinery are hurting, Manning said..."" #Covid19 #OrganizedCrime #crime #Fuggedaboutit","Their clubhouses are closed, travel is out and gambling has dried up. How COVID-19 is changing...
“They’re suffering like the rest of us,” said one global expert.
thestar.com",,2,5,7,['https://pbs.twimg.com/card_img/1387265525672259585/Xmtbx-0S?format=jpg&name=small'],https://twitter.com/mjrichardson_to/status/1248013808666198016
Andrew Retfalvi,@retfalvi,2020-04-08T18:30:48.000Z,Some critically important ideas here from leading Canadian #infrastructure companies on how government can best support the sector during and after the #COVID19 pandemic #cdnpoli,"Quote Tweet
Infrastructure Lab
@TheInfraLab
 · Apr 8, 2020
Our Future of Infrastructure Group works with governments across Canada to help raise standards across the industry. Here are the recommendations of the group on short-term response to COVID-19 https://infrastructurelab.com/recommendations-for-covid-19-recovery-in-infrastructure/…",,,1,3,['https://pbs.twimg.com/profile_images/1132482138484482054/T5sm5KX3_mini.png'],https://twitter.com/retfalvi/status/1247955065287127042
Marwan Asalya,@MarwanAsalya,2020-04-08T23:33:10.000Z,"Day 6/10 - #mylifeinpictures 
Not sure whether H is slacking or L just being a rascal again!
#COVID19 #Social_Distancing",,,3,,6,['https://pbs.twimg.com/media/EVHls6rUMAAbV63?format=jpg&name=small'],https://twitter.com/MarwanAsalya/status/1248031158677524482
Kenisha Arora,@KenishaArora,2020-04-08T02:45:50.000Z,"""Whilst we are able to quarantine behind our doors and are safe, there are many that do not even have doors to stay safe behind and our community heroes are doing everything to help the most vulnerable."" #WorldHealthDay  #ThanksHealthHeroes #COVID19",,,,2,13,['https://pbs.twimg.com/ext_tw_video_thumb/1247716762386411520/pu/img/QNPAKF5tnGg3Ttsv.jpg'],https://twitter.com/KenishaArora/status/1247717259084267520
Katrin Kohl,@KatrinKohl410,2020-04-08T13:44:05.000Z,Participating in the #TeddyBearHunt during #COVID19 #stayhome,,,,,3,['https://pbs.twimg.com/media/EVFe40cX0AAR1d3?format=jpg&name=small'],https://twitter.com/KatrinKohl410/status/1247882911740645376
Ramis,@RamisZaheer,2020-04-08T17:47:56.000Z,"Hey there Delilah, I want to know how is it like to be in NYC #COVID19",,,,,3,[],https://twitter.com/RamisZaheer/status/1247944278631952387
Mike Duench,@MADuench,2020-04-08T02:26:15.000Z,"I am House #1.... but, 3 kiddos under 8yo. Add: one potty training baby 
 #coronavirus #cantcomplain #COVID19","Quote Tweet
Matt Ufford
@mattufford
 · Apr 7, 2020
my realistic memes never go viral
Show this thread",🏡 💩,,,1,"['https://pbs.twimg.com/profile_images/522571470581403648/Lhn8Vib-_mini.jpeg', 'https://pbs.twimg.com/media/EVCHL-IXsAAL5eU?format=png&name=small']",https://twitter.com/MADuench/status/1247712330579873792
Semhar Tekeste,@Stekeste,2020-04-08T17:37:26.000Z,"To all of the bloggers whose #wfh advice includes “switching up the room you work in”: I live in Toronto. 
So when I’m working from my dining room, i’m also working from my kitchen & my living room. 

Thx for your “advice” but it doesn’t make me feel seen. #COVID19 #covidtoronto",,,2,,13,[],https://twitter.com/Stekeste/status/1247941635431968769
BlondyBrunet,@Blondy_Brunet,2020-04-08T22:53:52.000Z,"In honor of #WorldHealthDay, let’s join the global community in sending a big THANK YOU to all our brave healthcares providers on the frontline in the fight against #Covid19 — risking their own lives to save others. We respect and admire all your hard work. Thank you! ",,❤,,4,13,['https://pbs.twimg.com/media/EVHcuaXVAAAvpse?format=jpg&name=small'],https://twitter.com/Blondy_Brunet/status/1248021267921412096
"Amanda O'Brien, PhD",@DrAmandaOBrien,2020-04-08T01:51:42.000Z,"As the daughter and granddaughter of 
@FordCanada
 Local 200 retirees, this makes me so proud! #COVID19 #covidontario #PPENow","Quote Tweet
Dean Stoneley
@DeanAtFord
 · Apr 7, 2020
Production is ramping up this week at our @FordCanada Windsor Site for the initial donation of 100,000 face shields to protect #COVID19 frontline Canadian medical personnel and first responders. https://bit.ly/3e3apG #PPE #BuiltToLendAHand @UniforTheUnion",,,,9,"['https://pbs.twimg.com/profile_images/1214204991780470785/2BG4Zw3Z_mini.jpg', 'https://pbs.twimg.com/media/EVBaNZPXkAAjPDG?format=jpg&name=small']",https://twitter.com/DrAmandaOBrien/status/1247703636270030849
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-09T18:14:04.000Z,"Conservatives holding those in need hostage for their own benefit? Sounds on-brand for the Cons and ⁦
@AndrewScheer
⁩ : Trudeau accuses Conservatives of holding up aid by pushing for in-person House sittings  #cdnpoli #abpoli #onpoli #COVID19","MPs to meet on Easter weekend to pass emergency wage-subsidy bill
Trudeau accuses Conservatives of holding up aid during negotiations for reopening Parliament
theglobeandmail.com",,13,98,183,['https://pbs.twimg.com/card_img/1386023660243275776/Z9tnj0zO?format=jpg&name=small'],https://twitter.com/JeffreyLuscombe/status/1248313243103375362
Anis Farooqui,@anis_farooqui,2020-04-09T22:22:38.000Z,"Alarmingly #Hindu genocide is raging in #Pakistan. Women, children being burnt alive now. 

Girls abducted and raped, denied food during #COVID19 and now being burnt alive.

And yet it’s business as usual with Human Rights Agencies worldwide?",,,100,1K,1K,['https://pbs.twimg.com/media/EVMfKudU0AAggkr?format=jpg&name=small'],https://twitter.com/anis_farooqui/status/1248375796193882112
The Brandon Gonez Show,@brandongonez,2020-04-09T01:26:26.000Z,#BREAKING: The Toronto Caribbean Carnival Parade has been cancelled for 2020 due to the #Covid19 pandemic #Toronto,,,12,86,90,[],https://twitter.com/brandongonez/status/1248059665923137537
Abhijeet Manay,@AbhijeetMonet,2020-04-09T12:21:46.000Z,Spot on! #Covid19,"Quote Tweet
Barry Malone
@malonebarry
 · Apr 8, 2020
Brilliant opening from BBC Newsnight. Watch.",,2,24,55,"['https://pbs.twimg.com/profile_images/1369333967414038533/1zmvPofh_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1248021064900210690/pu/img/p7x9KYA3pNaow07Y.jpg']",https://twitter.com/AbhijeetMonet/status/1248224582907166721
Rom Nami,@romnami_randf,2020-04-09T22:17:16.000Z," I can’t help but to share 
Our pilot plant in our Berkeley Research Lab is up and running after some amazingly fast work by our Research & Development team. First batch of hand sanitizers has already been delivered to UCSF!
#RFLove #RFdogood #covid19 #ucsf #handsanitizers",,❤ ❤,,1,,['https://pbs.twimg.com/media/EVMd8MhVAAsK4Ga?format=jpg&name=small'],https://twitter.com/romnami_randf/status/1248374448236814339
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-09T18:28:53.000Z,Good news: Boris Johnson moved out of ICU #COVID19 #uk,,,,2,7,[],https://twitter.com/JeffreyLuscombe/status/1248316972267429892
Anjum Sultana (She/Her),@AnjumSultana,2020-04-09T11:53:05.000Z,"Important piece by 
@kwame_mckenzie
 - #Sdoh like income, housing and strong public investments in common goods will make or break our response to #COVID19.

Austerity measures, even more so in a pandemic, have no place.

#GenderEquityDuringAPandemic #cdnhealth #cdnpoli","Quote Tweet
Kwame McKenzie
@kwame_mckenzie
 · Apr 9, 2020
My newest article on social factors and the risk of infection and death from COVID-19 https://longwoods.com/content/26198/austerity-and-covid-19…",,,1,3,['https://pbs.twimg.com/profile_images/572769131804372992/HcTmdypb_mini.jpeg'],https://twitter.com/AnjumSultana/status/1248217365655040000
COVID BADMAN BLOODCLAAT CONQUEROR,@mandela_kj,2020-04-09T01:12:08.000Z,"Expected but it still stings. 2020 is cancelled. Summer is cancelled. Today sucks. 
 #Caribana #COVID19 #TorontoCarnival",,😭 😢,,2,,"['https://pbs.twimg.com/media/EVH8XQFXYAAM2Kq?format=jpg&name=small', 'https://pbs.twimg.com/media/EVH8Xq8XkAEASmB?format=jpg&name=360x360']",https://twitter.com/mandela_kj/status/1248056064458850307
nancy ferrer ton,@nancyferrer,2020-04-09T03:54:04.000Z,So earlier I seen a lady wearing a DOG CONE around her neck at Shoppers.........a dog cone......I mean do what you gotta do #COVID19,GIF,,,,3,[],https://twitter.com/nancyferrer/status/1248096817444765697
Big Rig Wraps Corporate Office,@bigrigwraps,2020-04-09T04:45:41.000Z,"Today was an important day in the history of our company. We got to participate in a campaign to spread awareness and hopefully #savelives. 

The #Coronavirus aka #Covid19 has forever changed the world and turned it… https://instagram.com/p/B-v0e8yJo-o/?igshid=14ymdvg1u0fvk…",,,,,,[],https://twitter.com/bigrigwraps/status/1248109808521273345
,@Sajee_m2,2020-04-10T16:01:03.000Z,"At this rate when are we going to get back to our normal lives 
 #COVIDCanada #StayHome
 #CanadaTogether #COVID19","Summer 2020
14.3%
Summer 2021
85.7%
7 votes
·
Final results",🖤 😭 🤔,,,,[],https://twitter.com/Sajee_m2/status/1248642155427618816
Health Providers Against Poverty,@HPAP_Ontario,2020-04-10T16:02:38.000Z,"If
We
Don’t
Act
Now
There’s
Going
To
Be
Widespread
Shelter
Outbreaks
#COVID19 #coronavirus #topoli #onpoli",,🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠 🦠,2,103,141,['https://pbs.twimg.com/media/EVQRxg1WkAEAT02?format=jpg&name=medium'],https://twitter.com/HPAP_Ontario/status/1248642553601298433
Kyle.Taylor,@livingbyyyz,2020-04-10T16:16:16.000Z,"Familiar Sight during #COVID19 

Seeing 
@lufthansa
 cargo in Toronto multiple times a day bringing cargo is a familiar sight now, instead of Lufthansa passenger flights.

#avgeek #toronto #cntower #canada #aviation #yyz",,,,3,47,['https://pbs.twimg.com/media/EVQU5vFU8AYSPoC?format=jpg&name=small'],https://twitter.com/livingbyyyz/status/1248645987104587776
Hamza Baig,@HAMZAWBAIG,2020-04-10T17:21:23.000Z,"Is there a better leader than 
@JustinTrudeau
 in the world? 

#LeadershipMatters #COVID19","Quote Tweet
CanadianPM
@CanadianPM
Canada government organization
 · Apr 9, 2020
Today, the Government of Canada released projections on #COVID19. Our actions now can determine what our country will look like in the weeks and months to come. Details 
Show this thread",⬇,,,,"['https://pbs.twimg.com/profile_images/877227485724909568/U3Pxb5h1_mini.jpg', 'https://pbs.twimg.com/semantic_core_img/1290392753013002240/mWq1iE5L?format=png&name=orig', 'https://pbs.twimg.com/media/EVM3zhcUMAMD1zP.jpg']",https://twitter.com/HAMZAWBAIG/status/1248662373893902339
Summer,@uxcoffeecake,2020-04-10T15:27:29.000Z,If you know any community providers looking for #surgicalmasks #PPE for home care or community health settings.This #startup has a MDEL license to import procedure masks. “Impressed so far by the steps taken to ensure quality standards met too.” #covid19Canada #COVID19 #Masks,"Quote Tweet
Iconthin Biotech
@iconthin
 · Apr 9, 2020
If you're a #hospital, #healthcare organization or healthcare professionals #HCP in need of #PPE, please reach out directly to info@iconthin.com, holder of #MedicalDevice Establishment Licence #MDEL 11998 

#HealthCanada #medicaldevices #surgicalmask #MedicalSupplies #N95masks
Show this thread",,,1,,['https://pbs.twimg.com/profile_images/1087741586715353094/e2Jg_LZZ_mini.jpg'],https://twitter.com/uxcoffeecake/status/1248633710536282114
Susannah Findlay,@Life_FullOut,2020-04-10T14:52:37.000Z,"Wow, this shook me!  You don’t always know the side effects of taking an oral medication and you don’t want to play with 
. If you’re nervous and would like try a proven dermatological skincare solution instead, I would love to help you and answer your questions. #acne #covid19","Quote Tweet
InStyle
@InStyle
 · Apr 10, 2020
Dermatologists say certain oral medications for skin conditions like acne and eczema are ""like throwing a grenade at your immune system."" Turns out, your skincare medicines could put you at risk for catching coronavirus easier:

 http://instyle.io/xO77a0Q",🔥,,,,['https://pbs.twimg.com/profile_images/903270311239589888/PNGNxZDa_mini.jpg'],https://twitter.com/Life_FullOut/status/1248624932969308166
Parisa,@ParisaCarello,2020-04-10T06:38:36.000Z,"Every day as I watch 
@JustinTrudeau
 deliver his update, on #COVID19 I am grateful it’s not 
@AndrewScheer
  #canpoli",,,,,2,[],https://twitter.com/ParisaCarello/status/1248500611810648069
KK,@_keyonce,2020-04-10T17:08:44.000Z,Currently have the plant clip from my orchid holding up my hair... how’s your Friday? #COVID19,,,,,,[],https://twitter.com/_keyonce/status/1248659190211436546
Natalia Nowicki,@NatNowick,2020-04-10T01:32:08.000Z,"Stay strong Toronto! 
•
•
•
•
•
•
•
•
•
•
•
•
#cntower #toronto #views #viewsfromtoronto #staystrong #covid19 #untiltomorrow @ CN Tower，Toronto，CANADA https://instagram.com/p/B-yDIdUpYlb/?igshid=zki2gxu2od9h…",,,,,,[],https://twitter.com/NatNowick/status/1248423487254884352
Juliana,@attackofthetext,2020-04-10T14:20:22.000Z,"Captain’s Log, Day 28 of #COVID19:

THE FIVE STAGES OF PANDEMIC GRIEF
 Inability to turn off the news
 Seeking comfort in simpler times (ex: John Hughes movies)
 Puzzling/Arts & Crafts
 Sourdough bread baking
 Pickling *everything*",,,2,1,13,[],https://twitter.com/attackofthetext/status/1248616820715556864
Daniel Minden,@DanielMinden,2020-04-11T18:54:02.000Z,"An incredibly moving speech.

“Even as we stand apart, we stand united in our resolve to do what we must until #COVID19 is defeated.”

“We will endure, we will persevere and we will prevail.”

—Prime Minister 
@JustinTrudeau
 ","From 
Jaro Giesbrecht",,3,71,181,['https://pbs.twimg.com/ext_tw_video_thumb/1249020450081931272/pu/img/7epaU4pGWHTAQe1u.jpg'],https://twitter.com/DanielMinden/status/1249048075856994304
Anna Mehr | Illustrator,@_Annateur,2020-04-11T19:33:43.000Z,"Safe 
.
.
.
#illustration #StayHome
 #StaySafe #ArtistOnTwitter #COVID19 #home",,,1,,4,['https://pbs.twimg.com/media/EVWLrzmXYAQ0K-Y?format=jpg&name=small'],https://twitter.com/_Annateur/status/1249058063660847105
Peter Kattan,@fifth_element75,2020-04-11T16:58:41.000Z,Your grandparents were called to war. You’re being called to sit on your couch. You can do this!! #COVID19 #coronavirus #PandemicLockdown #StayHome,,,1,2,3,[],https://twitter.com/fifth_element75/status/1249019049566179328
Jeff Dupuis,@JJDupuisWriter,2020-04-11T17:36:07.000Z,"I hope things getting ""back to normal"" after COVID-19 won't mean we go back to treating grocery store employees and other essential workers like they don't deserve a living wage. #covid19Canada #fightfor15 #COVID19 #LivingWage",,,,,2,[],https://twitter.com/JJDupuisWriter/status/1249028467833872387
Dan Hodgson,@darkroom,2020-04-11T14:00:17.000Z,"You know what my new normal is?
Sending my elderly parents a bi weekly care package of wipes, hand sanitizers and now face mask b/c they can’t find any nor have access to them where they are. 
#StopHoarding 
#Covid19",,,,,2,[],https://twitter.com/darkroom/status/1248974153069322242
AC,@Alex_LChang,2020-04-11T23:10:41.000Z,Heartbreaking. Couldn’t watch it fully. #COVID19,"Quote Tweet
NowThis
@nowthisnews
 · Apr 11, 2020
This nurse opened up about her 'worst shift' yet, exposing the heartbreaking reality of health care workers fighting the pandemic",,,,,"['https://pbs.twimg.com/profile_images/1330968672286990339/X-Ds9S5g_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1249017184925503493/img/mPxyKZ5TQqwF9mcu.jpg']",https://twitter.com/Alex_LChang/status/1249112665395347457
Gargi Bhadauria,@newbieGB,2020-04-11T19:56:02.000Z,"Now I can finally relate to #thecrown 
#lol #allinthislifetime  #COVID19 #queensisback","Quote Tweet
The Royal Family
@RoyalFamily
 · Apr 11, 2020
The Queen speaks of light overcoming darkness, and the hope that Easter symbolises, in a special message recorded to mark the Easter weekend.",,,,,"['https://pbs.twimg.com/profile_images/1385507497159581697/tMKBGrQG_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1249007449236963330/img/AV40WP4Mq5QlV9nq.jpg']",https://twitter.com/newbieGB/status/1249063682249760775
🅑🅚🅒™(He/Him/His),@BrienKConvery,2020-04-11T17:36:10.000Z,"Great source and checklist for Board Directors to review during this #Covid19 pandemic from 
@Osler_Law
 ","Quote Tweet
Christian Lassonde
@classonde
 · Apr 7, 2020
Great list of questions for board directors. I’ve been asking a lot of these already in the last few weeks. twitter.com/Osler_Law/stat…",👍,,,2,['https://pbs.twimg.com/profile_images/1255283759039078400/WDv-zJth_mini.jpg'],https://twitter.com/BrienKConvery/status/1249028481704439808
د. عبدالرحمن آلعبدالقادر,@Dr_ABDULRHMAN12,2020-04-11T01:51:45.000Z,"Gatric varix has just been glued, during #COVID19 ,Thanks Dr.Grover 
@Samir_Grover
  #COVID_19 , @UofTGastro.  , 
@Taalamri",,,3,3,27,['https://pbs.twimg.com/media/EVSYn5_WoAICSHB?format=jpg&name=small'],https://twitter.com/Dr_ABDULRHMAN12/status/1248790813443788802
Jackie Nourse,@JackieNourse,2020-04-11T04:19:01.000Z,"Pretty much sums it up #stayhome
 #covid19Canada #covid19",,,,,1,['https://pbs.twimg.com/media/EVS6VEEWAAAkntr?format=jpg&name=360x360'],https://twitter.com/JackieNourse/status/1248827872137162755
