UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Ryan Weaver,@ryandrjweaver,2020-04-10T20:50:01.000Z,"“That’s what bothers me about people who don’t take this seriously...

Until you see someone literally take their last breathes without a single family member there with them...

It’s horrendous.” —COVID-19 ICU Survivor 

#StayHomeSaveLives #thankyoufirstresponders 
#COVIDー19","Quote Tweet
Sky News
@SkyNews
 · Apr 10, 2020
""I thought am I alive? Am I dead? I was clearly alive but I had this fifteen inch tube down my throat and I couldn't talk.""

David Hunt was treated in the same intensive care unit as the PM after contracting #coronavirus.

He shares his experience here: https://trib.al/1Nda3b7",,1,2,4,"['https://pbs.twimg.com/profile_images/953341660813021185/o2IGXWqj_mini.jpg', 'https://pbs.twimg.com/media/EVN6XICUMAII1ZY.jpg']",https://twitter.com/ryandrjweaver/status/1248714877369270273
UTTRI,@UofTTRI,2020-04-10T19:24:27.000Z,"COVID-19 restrictions cut downtown Toronto pollution levels by almost half, researchers find https://cbc.ca/news/canada/toronto/pollution-traffic-toronto-downtown-covid19-1.5526919… #AirPollution #traffic #emissions #GregEvans 
@SOCAAR_UofT","Toronto pollution down by almost half during COVID-19 pandemic | CBC News
University of Toronto researchers have found traffic pollution in the downtown core has dropped by almost half since the province instituted closures of schools and non-essential businesses due to...
cbc.ca",,,2,1,[],https://twitter.com/UofTTRI/status/1248693343267229698
Gray Moonen,@GrayMoonen,2020-04-10T11:33:05.000Z,#COVID19 can not harm the #Spanish or #Italian spirit!! I cannot wait to visit these beautiful countries that are so full of life when the dust settles,"Quote Tweet
Muhammad Lila
@MuhammadLila
 · Apr 9, 2020
In Spain, these doctors and nurses coming together to sing ""Resistiré"" is the anthem the world needs right now.

These are the words.

""I will resist, to continue living, even if my dreams are broken into pieces, I will resist.""

https://twitter.com/Goodable/status/1247733148580012032/video/1…",,,1,6,['https://pbs.twimg.com/profile_images/1289159401480298502/nA1rIwRp_mini.jpg'],https://twitter.com/GrayMoonen/status/1248574719621808129
Tania Lee,@tjaslee72_lee,2020-04-10T17:43:15.000Z,"With our spring athletes 
@BOMBAbaseball
 @BurlingtonBulls
 being compromised to help give back to 
@giftgivingback
 due to covid-19 , it will not stop the youth of 
@cityburlington
 sense of compassion  and kindness to be spread amongst all those in need . 
 stay safe 
 @BTtoronto","Quote Tweet
Gift of Giving Back
@giftgivingback
 · Apr 10, 2020
Help our Kids Feed Kids 
 Due to school closures & the need for social distancing, our Spring Food Drive is compromised. Let's come together and help our #kidsfeedingkids! Please make an online donation at http://bit.ly/2vK73qA #allinthistogether #helpfromhome #HappyEaster",❤ 🙏 ❤,,,3,"['https://pbs.twimg.com/profile_images/646854758800736256/r8wD_7cm_mini.png', 'https://pbs.twimg.com/media/EVQh88fXQAAmf3D?format=jpg&name=small']",https://twitter.com/tjaslee72_lee/status/1248667876015423490
Marc Ouayoun,@MarcOuayoun,2020-04-10T21:13:32.000Z,"Great initiative from my colleagues from #Porsche Cars North America to support those affected by COVID-19 throughout the US. The very last 991 (a Speedster) will be auctioned this month, all proceeds going to United Way Worldwide. More infos https://porsche.com/usa/stayathome/?#porschehelps…",,,,3,8,['https://pbs.twimg.com/media/EVRY8aVXgAM5TVH?format=jpg&name=900x900'],https://twitter.com/MarcOuayoun/status/1248720794856849409
MolsonIsMyDog,@MolsonIsMyDog,2020-04-10T23:23:49.000Z,"Didn't have cherries for the manhattan so I used cranberries. It turned out really good. We love you #NewYork
#COVID19 #SocialDistancing",,,1,,4,['https://pbs.twimg.com/media/EVR2wraXgAY6paC?format=jpg&name=small'],https://twitter.com/MolsonIsMyDog/status/1248753580837928962
ʙɪɢ ᴡɪʟʟ,@WillontheRadio,2020-04-10T16:34:21.000Z,"Ohhhh the #covid19 tax is coming.
This will take generations to pay off","Quote Tweet
* W. Brett Wilson *
@WBrettWilson
 · Apr 9, 2020
This...",🍁,2,,2,"['https://pbs.twimg.com/profile_images/1190369644026171392/b-zdgG13_mini.jpg', 'https://pbs.twimg.com/media/EVLbOCGUUAAHZ80?format=jpg&name=small']",https://twitter.com/WillontheRadio/status/1248650535252692992
Jeffrey Luscombe,@JeffreyLuscombe,2020-04-10T18:41:57.000Z,"Just dusted and vacuumed. Do it for yourself and your well-being. I use Lemon Pledge cuz I’m all fancy. #StayHome
 #SelfIsolation #COVID19",GIF,,2,2,5,['https://pbs.twimg.com/tweet_video_thumb/EVQ2PtmXYAIZ8se.jpg'],https://twitter.com/JeffreyLuscombe/status/1248682647787798530
Nicholas Latifi,@NicholasLatifi,2020-04-10T16:17:03.000Z,"Announcement
 Really excited to launch #RaceForTheWorld with a group of other drivers. The goal is to help raise money for the 
@WHO
 Covid-19 Solidarity Response Fund while providing some entertainment along the way!
 Donations can be made at https://tiltify.com/@nicholaslatifi/race-for-the-world-covid-19-fund…",,‼ ‼ 🌎 🏁,16,72,475,['https://pbs.twimg.com/ext_tw_video_thumb/1248645537697378304/pu/img/ZplTFOYgKzy_jm6F.jpg'],https://twitter.com/NicholasLatifi/status/1248646182710185984
Marc Emery,@MarcScottEmery,2020-04-10T21:00:10.000Z,"Older people have property, investments, savings, pensions & live much higher standard of living than under 35 who aren’t vulnerable to Covid. Young generations making huge sacrifice for older generations. Young to see poverty & unemployment from economic consequences of lockdown",,,12,2,9,[],https://twitter.com/MarcScottEmery/status/1248717433181016071
Nanky Rai,@NankyRai,2020-04-10T18:36:14.000Z,In a nation strategically built on racial and economic inequality [COVID] was never going to be “the great equalizer”. Being a Black or brown person is not a preexisting condition. Yet this pandemic is a lethal reminder that living in a racist country is.,"Being a person of color isn’t a risk factor for coronavirus. Living in a racist country is - The...
High COVID-19 deaths in communities of color are shocking, but not surprising
bostonglobe.com",,,,4,[],https://twitter.com/NankyRai/status/1248681211922460672
Alex Harris,@AlexHarrisRN,2020-04-10T00:45:59.000Z,"“This #covid19 pandemic is just accentuating an already existing problem - that the disease burden is most concentrated at the bottom of the economic ladder.” 
@Gladwell
 reminding us that we’ve been solving the wrong medical problems for the past 50 years 
@munkdebate
 @drandrewb",,,,,4,[],https://twitter.com/AlexHarrisRN/status/1248411872795099136
Susan Gapka,@SusanGapka,2020-04-10T03:30:13.000Z,"#TCHC #TorontoCommunityHousing confirms first cases of COVID-19 among residents and staff https://thestar.com/news/city_hall/2020/04/09/toronto-community-housing-confirms-first-cases-of-covid-19-among-residents-and-staff.html?fbclid=IwAR1MjBSKFmfbTCp2ID8_CLDvEAbULhyRbIckJvygsHr2ux2FhcVI_3HIRBc… via 
@torontostar","Toronto Community Housing confirms first cases of COVID-19 among residents and staff
Asked if the agency must notify nearby tenants, the TCH chief executive said his agency is consulting Toronto Public Health on the proper steps.
thestar.com",,,,1,['https://pbs.twimg.com/card_img/1386216020914982915/7W_N7d2b?format=jpg&name=small'],https://twitter.com/SusanGapka/status/1248453201545719808
